,sim_num,method,lambda,snr_n,snr_s,Distance,R2_X1,R2_X2,R2_Y
0,0,DeESI_raw,1,20,20,0.0,0.8050464337385814,0.2919636736792287,0.4298649819753749
1,0,DeESI_debias,1,20,20,0.0,0.7918376278152147,0.7879300058383741,0.4609220218299329
2,0,DeESI_std,1,20,20,0.0,,,
3,0,DeESI_rawselected_debias,1,20,20,0.0,0.7918376278152153,0.7879300058383741,0.46092202182993314
4,0,DeESI_raw,0.75,20,20,0.0,0.8311050986667252,0.5235328574796687,0.49275090507169195
5,0,DeESI_debias,0.75,20,20,0.0,0.8341729612453067,0.616456549004428,0.342129247193906
6,0,DeESI_std,0.75,20,20,0.0,,,
7,0,DeESI_rawselected_debias,0.75,20,20,0.0,0.800383557041021,0.790013653914096,0.46445603869439744
8,0,DeESI_raw,0.5,20,20,0.0,0.8605634557726896,0.6794418379032459,0.5677458945048474
9,0,DeESI_debias,0.5,20,20,0.0,0.8737236635627138,0.5888182830295732,0.39843807327359015
10,0,DeESI_std,0.5,20,20,0.0,,,
11,0,DeESI_rawselected_debias,0.5,20,20,0.0,0.8001500778593242,0.7914974785948238,0.46440457839806104
12,0,DeESI_raw,0.4,20,20,0.0,0.8760537429004781,0.7376516243398441,0.6213862784247688
13,0,DeESI_debias,0.4,20,20,0.0,0.875612278761567,0.6169763484587861,0.39765706369631737
14,0,DeESI_std,0.4,20,20,0.0,,,
15,0,DeESI_rawselected_debias,0.4,20,20,0.0,0.793518015782376,0.7912964054427355,0.46196154462675165
16,0,DeESI_raw,0.3,20,20,0.0,0.8896475940416132,0.786500687397143,0.6630379134247173
17,0,DeESI_debias,0.3,20,20,43.162853809103204,-2.779070621071601,0.5976959108800861,0.543166587178811
18,0,DeESI_std,0.3,20,20,0.0,,,
19,0,DeESI_rawselected_debias,0.3,20,20,0.0,0.7814855367609085,0.7904626030771652,0.4576169642102913
20,0,DeESI_raw,0.2,20,20,0.0,0.897390314008675,0.816665353828549,0.6591118431929335
21,0,DeESI_debias,0.2,20,20,62.40318121525992,-743.0262608000206,-28.57596810777662,0.7275227442741943
22,0,DeESI_std,0.2,20,20,0.0,,,
23,0,DeESI_rawselected_debias,0.2,20,20,0.0,0.7592989421235975,0.7889996148200018,0.4500620827214411
24,0,DeESI_raw,0.3,10,20,2.907668186127218,0.6828881696984483,0.2816822530019002,0.4397253617542862
25,0,DeESI_debias,0.3,10,20,64.31763879176079,-425.74467886623853,-56.78602945291954,0.5512016338591785
26,0,DeESI_std,0.3,10,20,2.907668186127218,,,
27,0,DeESI_rawselected_debias,0.3,10,20,2.907668186127218,0.4223703107459912,0.025365122463962497,0.3236858105919541
28,0,DeESI_raw,0.2,10,20,2.907668186127218,0.7215130287192275,0.4336300130088717,0.6195886561211457
29,0,DeESI_debias,0.2,10,20,63.89062165430618,-739.6461481427585,-19.45402513314739,0.7893338944213413
30,0,DeESI_std,0.2,10,20,69.3645337472788,,,
31,0,DeESI_rawselected_debias,0.2,10,20,2.907668186127218,0.42182097058679235,0.028296240679605122,0.32416090116906104
32,0,DeESI_raw,0.4,0,20,35.07794002025345,0.25186208993091963,0.03751060236868653,0.10910573343055008
33,0,DeESI_debias,0.4,0,20,35.07794002025345,-7.830227477225421,-9.038017893250897,0.16912969292731306
34,0,DeESI_std,0.4,0,20,16.741651719238813,,,
35,0,DeESI_rawselected_debias,0.4,0,20,35.07794002025345,-7.830227477225412,-9.038017893250897,0.16912969292731306
36,0,DeESI_raw,0.3,0,20,29.919093099214578,0.35493684987811436,0.035007029053587324,0.2663836560294942
37,0,DeESI_debias,0.3,0,20,65.65973537768423,-1713.654476244325,-265.79443169195946,0.27377175793118935
38,0,DeESI_std,0.3,0,20,50.22935493129672,,,
39,0,DeESI_rawselected_debias,0.3,0,20,29.919093099214578,-0.027093463756995728,-1.5426509118576566,0.1478899258582791
40,0,DeESI_raw,0.2,0,20,50.22935493129672,0.38954881573776545,0.005137288848001242,0.3412608442574351
41,0,DeESI_debias,0.2,0,20,45.050433033334116,-802.7498276608169,-608.6245552859896,0.4526912194573708
42,0,DeESI_std,0.2,0,20,67.39985546699953,,,
43,0,DeESI_rawselected_debias,0.2,0,20,50.22935493129672,-0.11254922032420667,-1.9093613953441624,0.0010927814482537546
44,0,DeESI_raw,0.75,20,10,0.0,0.7448031754213049,-0.00012550516253329036,0.31374493552650395
45,0,DeESI_debias,0.75,20,10,0.0,0.7321097424319505,0.5038519064013908,0.4508414648832978
46,0,DeESI_std,0.75,20,10,0.0,,,
47,0,DeESI_rawselected_debias,0.75,20,10,0.0,0.7321097424319507,0.5038519064013911,0.4508414648832978
48,0,DeESI_raw,0.5,20,10,0.0,0.8057156567590023,0.6014086814064701,0.4692101370207834
49,0,DeESI_debias,0.5,20,10,0.0,0.7398206087816432,0.33585243342364945,0.5093628727561113
50,0,DeESI_std,0.5,20,10,0.0,,,
51,0,DeESI_rawselected_debias,0.5,20,10,0.0,0.733580339177994,0.5048649079362543,0.4460575033472469
52,0,DeESI_raw,0.4,20,10,0.0,0.8156845196231433,0.6663970494948648,0.5541700848322431
53,0,DeESI_debias,0.4,20,10,30.17848645245075,-47.48580925393905,0.8323457844602751,0.5841385383176452
54,0,DeESI_std,0.4,20,10,0.0,,,
55,0,DeESI_rawselected_debias,0.4,20,10,0.0,0.7291192003967384,0.5046206701103795,0.44304360193697157
56,0,DeESI_raw,0.3,20,10,0.0,0.8391817811825797,0.7060621043367106,0.6474743984770753
