,sim_num,method,lambda,snr_n,snr_s,Distance,R2_X1,R2_X2,R2_Y
0,0,DeESI_raw,1,20,20,0.0,0.6669276254909169,0.6162360428992062,0.33258034438000217
1,0,DeESI_debias,1,20,20,0.0,0.8928069241329502,0.7798700303763365,0.4465236593810812
2,0,DeESI_std,1,20,20,0.0,,,
3,0,DeESI_rawselected_debias,1,20,20,0.0,0.8969331298271858,0.7653634827566532,0.4509784790225789
4,0,DeESI_raw,0.75,20,20,0.0,0.834708718589345,0.8178652783585245,0.44353699585810047
5,0,DeESI_debias,0.75,20,20,0.0,0.8872494677546732,0.7076771756655353,0.4308936213938579
6,0,DeESI_std,0.75,20,20,0.0,,,
7,0,DeESI_rawselected_debias,0.75,20,20,0.0,0.8872494677546728,0.7076771756655342,0.4308936213938579
8,0,DeESI_raw,0.5,20,20,0.0,0.9001603604153741,0.8931804536692834,0.5225227533456046
9,0,DeESI_debias,0.5,20,20,38.06108929096808,-1.1837712041760113,0.8345195470758816,0.041872481888847846
10,0,DeESI_std,0.5,20,20,38.06108929096808,,,
11,0,DeESI_rawselected_debias,0.5,20,20,0.0,0.6031357876875464,0.8868972725911737,0.41836458316271996
12,0,DeESI_raw,0.4,20,20,0.0,0.9160741906105716,0.9080559865484473,0.5068495462177328
13,0,DeESI_debias,0.4,20,20,65.13265464915125,-24.141120018890184,-15.945964761581312,0.1350803231990091
14,0,DeESI_std,0.4,20,20,38.06108929096808,,,
15,0,DeESI_rawselected_debias,0.4,20,20,0.0,0.5577294085155817,0.8896981838141567,0.41765989163850736
16,0,DeESI_raw,0.3,20,20,0.0,0.9266183614674939,0.9187833039581844,0.4437722324977361
17,0,DeESI_debias,0.3,20,20,26.532888814895234,-4538.519354029367,0.8042491275704025,0.24234078033395912
18,0,DeESI_std,0.3,20,20,38.06108929096808,,,
19,0,DeESI_rawselected_debias,0.3,20,20,0.0,0.49599653351214956,0.8958247108882769,0.41977957316080816
20,0,DeESI_raw,0.2,20,20,38.06108929096808,-0.9441741038177578,0.9274328112172618,0.35303903473776543
21,0,DeESI_debias,0.2,20,20,70.45196104667484,-173964.31366972052,-34475.47010625194,0.7653627508768316
22,0,DeESI_std,0.2,20,20,27.73665737703289,,,
23,0,DeESI_rawselected_debias,0.2,20,20,38.06108929096808,-1.231083296130428,0.6406281515685719,-0.3105120080757855
24,0,DeESI_raw,0.1,20,20,38.06108929096808,-1.0145208728677013,0.9377809412577341,0.4153635730986448
25,0,DeESI_debias,0.1,20,20,38.06108929096808,-1.0145208728677013,0.9377809412577341,0.41536357309864425
26,0,DeESI_std,0.1,20,20,38.06108929096808,,,
27,0,DeESI_rawselected_debias,0.1,20,20,38.06108929096808,-1.2713317614227715,0.4284852307444862,-0.4223187560106223
28,0,DeESI_raw,0.05,20,20,0.0,0.9426942513543007,0.9320230189885957,0.6127220298009849
29,0,DeESI_debias,0.05,20,20,0.0,0.9426942513543008,0.9320230189885957,0.6127220298009846
30,0,DeESI_std,0.05,20,20,0.0,,,
31,0,DeESI_rawselected_debias,0.05,20,20,0.0,-0.08266966914876228,0.8118482133725493,0.3397379298672544
32,0,DeESI_raw,0.5,10,20,0.0,0.4800921557128486,0.38055177389289596,0.22444788235429092
